id,passage
18349-5,"[Gefecht in der Heulenden Hütte] [Angriff der Peitschenden Weide] Als Harry und Hermine versuchten zu folgen, griff sie der Baum an. Sie waren gezwungen, nach links und rechts auszuweichen, um sich davor zu schützen, schwer verletzt zu werden. Bald danach schlüpfte Krummbein, Hermines roter Kater, durch den Nahkampf, um den Knoten auf dem Baum zu drücken, der seine Zweige immobilisierte. Hermine war erstaunt, dass Krummbein das getan hatte, aber Harry wies darauf hin, dass ihr Kater befreundet war mit dem großen Hund. Sobald das Verletzungsrisiko verschwunden war, verfolgten Harry und Hermine Ron durch den Tunnel und ließen Harrys Umhang hinter sich auf dem Boden liegen."
18349-6,"[Gefecht in der Heulenden Hütte] [Sirius Black] Als der Tunnel begann, zu seinem Ende hin anzusteigen, wappneten Harry und Hermine sich für, was auch immer Ron geschnappt hatte. Bald erreichten sie das Ende des Tunnels und fanden sich in der Heulenden Hütte wieder. Als sie ein Geräusch im Obergeschoss hörten, gingen sie, um die Quelle zu suchen. Sowie sie ein Schlafzimmer an der Spitze der Treppe betraten, schrie Ron eine Warnung, kam aber zu spät, da Sirius Black das Paar schnell entwaffnete. Seine eigene kleine Statur und alles andere vergessend, griff Harry Sirius brutal an und versuchte, den Tod seiner Eltern zu rächen. Nach einem kurzen Handgemenge, an dem auch Hermine, der verletzte Ron und sogar Krummbein beteiligt waren, zog Harry seinen Zauberstab und war von dem Gedanken erfüllt, Black zu töten."
18349-7,"[Gefecht in der Heulenden Hütte] [Sirius Black] Er konnte sich nicht entschließen, es zu tun und wurde von Professor Lupin entwaffnet. Lupin stellte Sirius Lupin ein paar Fragen, die die Jugendlichen verwirrten, und dann hob er Sirius vom Boden und umarmte seinen alten Freund."
18349-8,"[Gefecht in der Heulenden Hütte] [Die Rumtreiber] Dies weckte viel Protest bei Harry, Hermine und Ron. Hermine beschuldigte Lupin, Sirius die ganze Zeit geholfen zu haben, dass er Harry tot sehen wolle und ein Werwolf zu sein. Während Lupin die ersten beiden Anklagen bestritt, gab er zu, ein Werwolf zu sein, zu Rons Entsetzen. Er und Sirius fragte Ron nach Krätze, den sie immer Peter nannten und behaupteten, da sei mehr dran an der der Ratte, als das Auge sehen würde. Die jungen Zauberer weigerten sich, ihm zu glauben, bis er ihnen ihre Zauberstäbe wiedergab im Austausch dafür, dass sie ihn anhören ihn würden."
18349-9,"[Gefecht in der Heulenden Hütte] [Die Rumtreiber] Remus erklärte, dass er dazu beigetragen, die Karte des Rumtreibers zu schreiben, die er vor kurzem von Harry beschlagnahmt hatte, zusammen mit seinen Freunden Sirius Black, James Potter und Peter Pettigrew. Er sagte Harry, Hermine und Ron, dass er gerade die Karte betrachtete, als sie Hagrid gingen. Er erklärte, dass, auch wenn Harry den Unsichtbarkeitsumhang seines Vaters trug, er immer noch auf der Karte angezeigt würde. Lupin erzählte ihnen dann, dass er sah, dass Pettigrew sie begleitete, als sie ihren zurück zum Schloss gingen, eine Tatsache, die das Trio vehement bestritt. Er sagte, dass er Zeuge wurde, wie Sirius Ron und Pettigrew unter die Weide zog. Dann erklärte er, dass Krätze eigentlich ein Animagus sei mit dem Namen Peter Pettigrew."
18349-10,"[Gefecht in der Heulenden Hütte] [Die Rumtreiber] Er erklärte, dass Pettigrew James und Lily Potter an Lord Voldemort verraten hatte, dass er zwölf Muggel mit einem Fluch getötet hatte, seinen eigenen Tod vorgetäuscht hatte und die Form einer Ratte angenommen hatte und Sirius für alles anklagte. Er sagte, dass Pettigrew, Sirius und James nicht registrierte Animagi waren mit den Spitznamen Wurmschwanz, Tatze und Krone."
18349-11,"[Gefecht in der Heulenden Hütte] [Die Rumtreiber] Lupin sagte, dass er während seiner Tage in Hogwarts in die Heulende Hütte ging, wenn die Zeit kam und er sich verwandeln musste. Er sagte ihnen, dass der Wolfsbanntrank die einzige präventive und eine sehr junge Entdeckung war, und nun behielt er seinen Verband nach der Verwandlung. Bevor der Wolfsbanntrank entdeckt wurde, wurde er einmal im Monat ein vollständiges Monster. Er sagte, die Weide wurde gepflanzt, weil Dumbledore ihm erlaubte, Hogwarts zu besuchen. Die Heulende Hütte wurde für ihn gebaut. Als seine Freunde entdeckten, dass er ein Werwolf war, wurden sie in ihrem fünften Jahr Animagi, der Grund dafür ist, dass Werwölfe nur eine Bedrohung für den Menschen waren."
18349-12,"[Gefecht in der Heulenden Hütte] [Die Rumtreiber] Er erklärte, dass er und seine Freunde sich einmal im Monat hinausschlichen und sich rund um das Schloss und das Grundstück als Tiere bewegten. Er sagte, dass sie die Dörfer durchstreiften und dazu kamen, die Karte des Rumtreibers zu erstellen. Er sagte, dass er nicht erklärt, dass sie Animagi waren, denn das hätte bedeutet, zu bekennen, dass sie Dumbledores Vertrauen gebrochen hatten. Er überzeugte sich selbst, dass Sirius mit Hilfe der Dunklen Künste, die er von Lord Voldemort lernte, die Schule betreten hätte, dass die Tatsache, dass er ein Animagus ist, nichts damit zu tun hatte. Über Severus Snape, sagte er, dass dieser daran interessiert war, zu erfahren, wo er jeden Monat hinging."
18349-13,"[Gefecht in der Heulenden Hütte] [Die Rumtreiber] Sirius, sagte er, überzeugte, Snape, den Knoten an dem Stamm der Peitschenden Weide mit einem langen Stock zu drücken. Glücklicherweise für Snape, rettete James sein Leben, nachdem er herausgefunden hätte, was Sirius getan hatte. Von da an hegte Snape einen Groll gegen die Rumtreiber. Nachdem Remus die Geschichte beendet hatte, trat Snape in den Raum und zog Harrys Tarnumhang herunter."
18349-14,"[Gefecht in der Heulenden Hütte] [Ankunft von Snape und Wurmschwanz] Severus Snape erschien unter dem Tarnumhang, den Harry in der Nähe der Peitschenden Weide liegen gelassen hatte, band Remus fest, und während er in einen lautstarken Streit mit Harry und Hermine verwickelt war, versuchte er, dafür zu sorgen, dass Sirius und Remus nach Askaban geschickt würden. Doch bevor er Sirius und Remus den Dementoren übergeben konnte, hatten Harry, Ron und Hermine Snape gleichzeitig entwaffnet. Snape sagte auch, dass Harry, Ron und Hermine Schulverweise erwarteten für ihre Regelverletzungen."
18349-15,"[Gefecht in der Heulenden Hütte] [Ankunft von Snape und Wurmschwanz] Remus und Sirius erklärten dann, dass Krätze eine Zehe fehlt, und es wurde darauf hingewiesen, dass der größte Teil, der von Pettigrew gefunden wurde, ein Finger war. Nachdem er ihm versicherte, dass die Ratte keinen Schaden nehmen würde, übergab Ron endlich sein Haustier und Sirius und Remus zwangen Wurmschwanz, sich wieder in einen Menschen zu verwandeln. Wurmschwanz versuchte, auf unschuldig zu plädieren, aber Sirius und Remus unterbrachen ihn. Nach einem kurzen Gedankenaustausch wurde festgestellt, dass Pettigrew in der Tat schuldig war. Harry, Ron und Hermine glaubten ihnen endlich und reagierten abgestoßen, als Pettigrew um Gnade bat. Er überlebte das Gefecht nur, weil er von Harry verschont wurde, um an Dementoren ausgeliefert zu werden."
18349-16,"[Gefecht in der Heulenden Hütte] [Nach dem Gefecht] Sie verließen die Heulenden Hütte mit Pettigrew gefesselt zwischen Lupin und Ron. Während sie durch den Tunnel eilten, unterhielten sich Sirius und Harry und Sirius bot Harry ein Zuhause an, wenn er wollte. Harry stimmte zu, malte sich eine herrliche halbe Stunde aus, dass er endlich die Familie Dursley verlassen könne. Das alles brach zusammen, als der Vollmond herauskam und Lupin sich in einen Werwolf verwandelte. In dem Chaos schockte Pettigrew Ron und entkam. Sirius wurde verletzt beim Kampf mit Lupin und von Dementoren angegriffen am Ufer des Schwarzen Sees. Harry und Hermine versuchten, ihn zu verteidigen und wurden fast überwältigt, bis ein geheimnisvoller Patronus die Dementoren abwehrte."
18349-17,"[Gefecht in der Heulenden Hütte] [Nach dem Gefecht] Harry und Hermine erwachten im Krankenflügel und fanden heraus, dass Sirius den Dementorenkuss erhalten soll. Auf Anraten von Dumbledore reisten sie zurück in der Zeit mit Hermines Zeitumkehrer. Es gelang ihnen Seidenschnabel vor der Hinrichtung zu retten, indem sie ihn in den Wald lockten, bevor der Henker ihn töten konnte. Sie saßen dann da und wurden Zeuge der Ereignisse des Abends aus der Ferne, aber als die Zeit für die Dementorenangriff e kam, musste Harry sehen, wer ihr Retter war. Er erkannte bald, dass er selbst es war, und er beschwor seinen Hirschpatronus, um die Dementoren zu vermagen. Nachdem der Henker die Burg verlassen hatte, um die Dementoren zu holen, flogen Harry und Hermine Seidenschnabel bis zu dem Fenster, wo Sirius gefangen gehalten wurde."
18349-18,"[Gefecht in der Heulenden Hütte] [Nach dem Gefecht] Er entkam auf Seidenschnabel und Harry und Hermine schaffte es rechtzeitig zurück, um keine katastrophale Paradoxien auszulösen. Sie täuschten vor zu schlafen, während Snape sie wegen der Befreiung von Black anklagte."
18349-19,"[Gefecht in der Heulenden Hütte] [Nach dem Gefecht] Später, als sie im Hogwarts-Express saßen, erhielt Harry einen Brief von Sirius, per Eulenpost, mit der Mitteilung, dass er ihm den Feuerblitz gesandt habe, unterzeichnete Harrys Hogsmeade-Erlaubnis, und er wollte, dass Ron die Eule, Pigwidgeon, behielt.. [Nach dem Gefecht] Anmerkungen und Quellen."
18365-0,[James und Lily Potter] James und Lily Potter waren ein Ehepaar und die Eltern des berühmten Harry Potter. Sie waren beide Gryffindorschüler in der Hogwartsschule für Hexerei und Zauberei und Mitglieder des Ordens des Phönix. Siehe auch ihre individuellen Artikel für weitere Informationen:
18366-0,"[The Trio Theme] ""The Trio Theme"" ist das Hauptthema in dem siebten Film. Es ist das Thema, dass mit dem Trio assoziiert wird und dient als das Hauptthema, vor allem zu hören in ""Obliviate"". Er erscheint in vielen Teilen des Films."
18366-1,"[The Trio Theme] [Komplette Erscheinungsliste] Die wichtigste Version von The Trio Theme ist auf dem Track ""Obliviate"" zu hören. Andere Versionen sind zu hören auf den Tracks ""Ron's Speech"", ""Ron Leaves"", ""The Will"" und ""Death Eaters"". Es ist zu hören in Teil 2, in dem Track ""Harry's Sacrifice""."
18368-0,"[James Hannigan] James Hannigan ist der Komponist des Videospiels ""Harry Potter und der Halbblutprinz""."
18370-0,"[The Butterbeer Experience] The Butterbeer Experience ist eine Wizard rock-Band , inspiriert von der ""Harry Potter""-Buchserie von J. K. Rowling. Der Name der Band ist eine Referenz an das beliebte Zaubergetränk Butterbier, welches im Dorf Hogsmeade in den Drei Besen gekauft werden kann."
18372-0,"[X-Ray Dog] X-Ray Dog ist das Studio, das ds Thema für den Trailer zu ""Harry Potter und der Orden des Phönix"" mit dem Namen ""Divine Crusade"" erschuf, ebenso wie den Track ""Overwhelming Force"" für ""Harry Potter und der Feuerkelch"". Sie haben auch Musik geschrieben für den Trailer zu ""Harry Potter und der Halbblutprinz"". So wie für die Harry-Potter-Filme haben sie auch für viele andere veröffentlichte und kommende Filme Musik komponiert."
18384-0,[Seamus Finnigans Zauberstab] Dieser Zauberstab im Besitz von Seamus Finnigan wurde hergestellt aus unbekanntem Holz und unbekannten Kernmaterialien.
18384-1,"[Seamus Finnigans Zauberstab] [Geschichte] Er erwarb ihn im Alter von elf Jahren in Ollivanders Zauberstabladen. Während seines ersten Jahres in Hogwarts wurde Seamus und seinen Kollegen der Levitationszauber von Professor Flitwick uns sie erhielten Federn zum Üben. Seamus setzte seine Feder versehentlich in Brand, als er wiederholt mit dem Zauberstab schnipste und die Beschwörung falsch aussprach (""Wingardliosa""), was sie geschwind zur Explosion brachte. Ebenfalls während Seamus' erstem Jahr war er für seinen Versuch bekannt, Wasser in Rum zu verwandeln mit desaströsen Resultaten."
18384-2,"[Seamus Finnigans Zauberstab] [Geschichte] Während seines sechsten Jahres, während er eifrig seinen Kollegen im Zauberkunstunterricht erzählte, was er tun würde, sobald er Apparieren gelernt hätte, schoss er versehentlich einen starken, schlauchartigen Wasserstrahl aus seinem Zauberstab, der Professor Flitwick im Gesicht traf. Als Strafe, ließ Flitwick ihn schreiben ""Ich bin ein Zauberer, kein Pavian, der einen Stock schwingt."""
18384-3,"[Seamus Finnigans Zauberstab] [Geschichte] Er hat schwarze Linien, die eine vage Ähnlichkeit mit denen von Lavender Browns Zauberstab aufweisen, allerdings besaß Seamus Finnigans Zauberstab ein Spiralenmuster. [Geschichte] Während der Schlacht von Hogwarts beschwor er erfolgreich einen Patronuszauber."
18388-0,"[Zaubermolch und Kolibrigesumm, dieses Wasser sei fortan Rum] Zaubermolch und Kolibrigesumm, dieses Wasser sei fortan Rum Wasser-in-Rum Verwandlung ist ein Verwandlungsspruch, der angeblich Wasser in Rum verwandeln kann."
18388-1,"[Zaubermolch und Kolibrigesumm, dieses Wasser sei fortan Rum] [Bekannte Anwendungen] Seamus Finnigan versuchte ihn im Jahr 1991 aufzurufen und bei seinem ersten Versuch schaffte er es, einen ""schwachen Tee"" hinzukriegen, bevor er eine Explosion auslöste. Am nächsten Tag versuchte er es wieder mehrere Male, löste aber nur eine weitere Explosion aus mit Rauch, der sein Gesicht schwärzte."
18391-0,"[Mundungus Fletchers Zauberstab] Dieser Zauberstab war im Besitz von Mundungus Fletcher im Jahr 1997 und davor. Im August dieses Jahres, als Kreacher ihn auf Befehl von Harry Potter zum Grimmauldplatz 12 brachte, versuchte er ihn gegen Harry, Ronald Weasley und Hermine Granger zu benutzen, wurde aber von Hermine entwaffnet."
18393-0,"[Filius Flitwicks Zauberstab] Der Zauberstab von Filius Flitwick war von unbekannter Länge, aus unbekanntem Holz- und unbekannten Kernmaterialien."
18393-1,"[Filius Flitwicks Zauberstab] [Geschichte] Wie viele Hexen und Zauberer in Großbritannien erwarb er ihn wahrscheinlich im Alter von elf, bevor er seine Ausbildung an der Hogwartsschule für Hexerei und Zauberei begann. Er war in der Lage, herausragende Magie mit seinem Zauberstab durchzuführen wie die Durchführung erweiterter Zauber und das Duellieren von vielen Zauberern zu seiner Zeit. Es ist möglich, dass er den Zauberstab auch als Dirigentenstab bei den Chorproben verwendete. Es hat einen eckigen kreuzförmigen Handgriff und ist aus einem leichten Holz mit einem tiefbraunen Farbton am Ende gemacht."
18398-0,[Doris Crockford] [Trivia] Interessanterweise wird die Schauspielerin von Doris Crockford nicht im Abspann genannt.
18401-0,"[Britische Inseln] Großbritannien ist eine große Insel im Nordwesten des Hauptkontinents. Zum magischen Großbritannien zählen England, Schottland, Wales und Irland, sowie die Shetlandinseln, die Kanalinseln und die Isle of Wright. Der Staat ist in der Zaubererwelt administrativ zumindest im Quidditch in die Landesteile England, Wales, Schottland und Irland unterteilt zu sein. Die Hauptstadt ist London mit Sitz des Zaubereiministeriums, des Zaubergamotes und der Zaubererbank. In wie weit der Einfluss der Muggelregierung unter dem Premierminister bzw. der Königin auf das Zaubereiministeriums und die Zauberwelt reicht ist unbekannt. Großbritannien ist das Ursprungsland des Quidditch. In Großbritannien lebte und wirkte der große Zauberer Merlin, die Hexe Morgan le Fey und die irisch Hexenkönigin Meave."
18401-1,"[Britische Inseln] [Magische Regierung und Gerichtssystem] Das Zaubereiministerium mit dem gewählten Zaubereiminister an der Spitze bildet mit dem Zaubergamot, das magische politische System in Großbritannien. Die Regierung setzt sich ähnlich einen Ministerrat aus mehreren Abteilungen, Ämtern und Büros zusammen."
18401-2,[Britische Inseln] [Magische Regierung und Gerichtssystem] Das Ziel des Zaubereiministeriums ist Einhaltung des Internationalen Geheimhaltungsabkommens und die allgemeine Aufrechterhaltung der Ordnung innerhalb der Zauberergesellschaft.
18421-0,"[Morfin Gaunts Zauberstab] Der Zauberstab von Morfin Gaunt war von unbekannter Länge, aus unbekanntem Holz und einem unbekannten Kernmaterial, im Besitz und benutzt von dem Zauberer und Parselmund Morfin Gaunt."
18421-1,"[Morfin Gaunts Zauberstab] [Frühe Jahre] Es ist unbekannt, wann genau Morfin seinen Zauberstab erhielt oder ob der die Hogwartsschule für Hexerei und Zauberei besuchte."
18421-2,"[Morfin Gaunts Zauberstab] [Konfiszierung] In den 1920er Jahren griff Morfin Tom Riddle sr. mit einem Zauberspruch, der aus einer Nase eine ekelhafte gelbliche Schmiere spritzen ließ. Bob Ogden, ein Angestellter des Abteilung für Magische Strafverfolgung, besuchte die Gaunt-Hütte, um Morfins Gebrauch von Magie gegen einen Muggel zu untersuchen. Beim ersten Treffen mit Ogden feuerte Morfin eine Verhexung auf ihn ab, welche dazu führte, dass ihm gelblicher Eiter aus der Nase sickerte."
18421-3,"[Morfin Gaunts Zauberstab] [Konfiszierung] Nach einem Streit, der darin gipfelte, dass Morfins Vater Vorlost sowohl Ogden als auch seine eigene Tochter Merope angriff, floh Ogden und kam innerhalb weniger Minuten mit Verstärkungen zurück. Vorlost und Morfin versuchten zu kämpfen, wurden aber überwältigt und verhaftet. Morfin wurde zu drei Jahren in Askaban verurteilt sowohl für seine Belästigung eines Muggels als auch für den Angriff auf Ogden. Es ist anzunehmen, dass ihm der Zauberstab zu dieser Zeit vom Ministerium abgenommen wurde, da Askaban Insassen keine Zauberstäbe führen dürfen. Nach seiner Zeit in Askaban erhielt er seinen Zauberstab wieder zurück."
18421-4,"[Morfin Gaunts Zauberstab] [Diebstahl] Im Jahr 1943 erhielt Morfin Besuch von seinem Neffen, Tom Riddle, der, nachdem er ihn über seine Mutter und seinen Vater befragt hatte, ihn schockte und seinen Zauberstab stahl, welchen er benutzte, um die Tür des Riddle-Hauses aufzuschließen und die Morde an seinem Vater, seiner Großmutter und seinem Großvater zu begehen."
18421-5,"[Morfin Gaunts Zauberstab] [Diebstahl] Riddle gab ihn danach an Morfin zurück und wandte einen sehr fortgeschrittenen Gedächtniszauber an, indem er eine falsche Erinnerung in Morfins Gedanken pflanzte, die ihn glauben ließ, er selbst hätte die Morde begangen, dann legte er den gestohlenen Zauberstab zurück in Morfins Hand."
18421-6,"[Morfin Gaunts Zauberstab] [Diebstahl] Morfin kam vor Gericht und, wegen der falschen Erinnerung, gab offen die Ermordung der Riddles zu. Sein Zauberstab wurde untersucht und es wurde entdeckt, dass der Zauberstab den ""Avada Kedavra""-Fluch von sich gegeben hatte, was die Morde bestätigte."
18421-7,"[Morfin Gaunts Zauberstab] [Diebstahl] Morfin wurde lebenslänglich nach Askaban geschickt, starb aber kurz danach. Es ist unbekannt, was mit seinem Zauberstab geschah, allerdings ist es möglich, dass er zerstört wurde nach seinem Tod."
18422-0,"[Mykew Gregorowitschs erster Zauberstab] Dieser Zauberstab gehörte Mykew Gregorowitsch, bevor er den Elderstab erhielt."
18422-1,"[Mykew Gregorowitschs erster Zauberstab] [Geschichte] Dieser Zauberstab war möglicherweise seine eigene Kreation. Er gab diesen Zauberstab auf, als er den Elderstab erhielt, aber nachdem Gellert Grindelwald ihn gestohlen hat, ist es wahrscheinlich, dass er entweder diesen Zauberstab wieder benutzte oder einen anderren herstellte und benutzte, bis er von Voldemort getötet wurde in seinem Zauberstabladen im Jahr 1997."
18424-0,"[Fenrir Greybacks Zauberstab] Fenrir Greybacks Zauberstab ist ein Zauberstab von unbekannter Länge, aus unbekanntem Holz und einem unbekannten Kernmaterial, im Besitz des Werwolfs und Greifers Fenrir Greyback."
18424-1,"[Fenrir Greybacks Zauberstab] [Geschichte] Greyback besuchte die Hogwartsschule für Hexerei und Zauberei, somit ist es wahrscheinlich, dass er diesen Zauberstab im Alter von elf erwarb wie die meisten Hexen und Zauberer. Er könnte gekauft worden sein in Ollivanders Zauberstabladen."
18424-2,"[Fenrir Greybacks Zauberstab] [Geschichte] Obwohl es nur kurz erwähnt wird, war Greyback fähig, einen Entsperrungs-Zauber nonverbal zu erzeugen mit seinem Zauberstab, und er war auch fähig, mit ihm zu duellieren."
18424-3,"[Fenrir Greybacks Zauberstab] [Geschichte] Im Jahr 1998 überwältigte Bellatrix Lestrange Greyback und seine Greifer und nahm seinen Zauberstab an sich während eines Streits im Landsitz der Familie Malfoy, nachdem Harry Potter und seine Freunde gefangen genommen worden waren. Sie gab ihm seinem Zauberstab zurück, kurz bevor sie mit ihrer Befragung und Folter von Hermine Granger begann."
18424-4,"[Fenrir Greybacks Zauberstab] [Geschichte] Es wird angenommen, dass er nach Askaban geschickt wurde nach dem Zweiten Zaubererkrieg, somit kann genommen werden, dass sein Zauberstab zerbrochen wurde."
18426-0,"[Hermine Grangers Zauberstab] Der Zauberstab von Hermine Granger ist 10¾"" lang, hergestellt aus dem Holz einer Weinrebe mit einem Kern aus Drachenherzfaser. Sie teilte ihn eine Zeitlang mit Harry Potter, nachdem sein Zauberstab versehentlich beschädigt wurde von Hermine während ihrer Suche nach Lord Voldemorts Horkruxen. Er wurde konfisziert von Greifern im Jahr 1998; es ist unbekannt, ob Hermine ihn jemals wiedererhielt, allerdings ist es möglich."
18426-1,"[Hermine Grangers Zauberstab] [Erwerb und Benutzung] Hermine erhielt ihren Zauberstab von Garrick Ollivander, dem britischen Zauberstabmacher, als sie elf Jahre alt war, kurz bevor sie an der Hogwartsschule für Hexerei und Zauberei ihre Ausbildung begann im Jahr 1991."
18426-2,"[Hermine Grangers Zauberstab] [Erwerb und Benutzung] Hermine war außerdem fähig mit ihrem Zaubestab intelligente und außergewöhnliche Magie zu erzeugen. Das sah man alleine schon da, als sie verschiedenste, außergewöhnliche Zauber beschwor, wo mit niemand rechnete. Das zeigt, dass ihr Zaubestab dazu in der Lage war, sehr viele und auch außergewöhnliche Zauber zu vollbringen."
18426-3,"[Hermine Grangers Zauberstab] [Erwerb und Benutzung] Wozu nur die wenigsten Zaubestäbe​ in der Lage sind. Im Jahr 1996, während des Kampfes in der Mysteriumsabteilung, benutzte Neville Longbottom kurzzeitig Hermines Zauberstab, nachdem sein Zauberstab zerbrochen war und Hermine ausgeschaltet war durch den Todesser Antonin Dolohow. Seine Nase war auch gebrochen, was es ihm erschwerte, Zaubersprüche auszusprechen. Zu einem bestimmten Zeitpunkt während des Kampfes, als Walden Macnair Harry Potter an die Kehle griff, stach Neville ihm mit Hermines Zauberstab ins Auge, was dafür sorgte, dass er aufschrie und Harry losließ. Nach dem Kampf gab Neville den Zauberstab Hermine zurück und erwarb einen neuen Zauberstab für sich."
18426-4,"[Hermine Grangers Zauberstab] [Erwerb und Benutzung] Im Dezember 1997 musste Hermine ihren Zauberstab eine gewisse Zeitlang mit Harry Potter teilen, nachdem sein Zauberstab zerbrochen war durch einen Sprengfluch, den sie benutzt hatte, um ihn gegen Nagini zu verteidigen, als die Schlange sie angriff in Godric's Hollow. Er hatte ihn noch, als Ron Weasley zu ihnen zurückkehrte, da Harry ihn benutzte, zum Glück für Ron, um einen Schildzauber zwischen Ron und einer ausrastenden Hermine zu platzieren. Während seiner Abwesenheit hatte Ron Greifern einen Schwarzdorn-Zauberstab abgenommen, den Harry anschließend benutzen konnte."
18426-5,"[Hermine Grangers Zauberstab] [Konfiszierung] Hermines Zauberstab wurde von Greifern im Frühling des Jahres 1998 konfisziert, als sie, Harry und Ron gefangen wurden, nachdem Harry versehentlich den Tabufluch gebrochen hatte durch die Nennung von Voldemorts Namen. Hermine benutzte danach"
18426-6,"[Hermine Grangers Zauberstab] [Konfiszierung] Bellatrix Lestranges 12¾"" langen Walnuss und Drachenherzfaser-Zauberstab, den sich Harry schnappte während ihrer Flucht aus dem Landsitz der Familie Malfoy. Hermine verabscheute es, den Zauberstab von Bellatrix benutzen zu müssen, zum Teil, weil sie ihn nicht selbst gewonnen hatte, was ihr schwieriger machte, ihn zu benutzen, vor allem aber, weil es der Zauberstab war, den Bellatrix benutzt hatte, um Neville Longbottoms Eltern zu foltern und Sirius Black zu töten."
18426-7,"[Hermine Grangers Zauberstab] [Konfiszierung] Dies verursachte ein Problem, als sie, Harry und Ron später in die Gringotts Zaubererbank einbrachen mit Hermine als Imitation von Bellatrix nach dem Konsum von Vielsaft-Trank. Die Kobolde baten Hermine, ihren Zauberstab als Identifikation sehen zu dürfen, bevor sie das Verlies der Familie Lestrange betreten dürfe, aber Bellatrix hatte sie bereits gewarnt, dass ihr Zauberstab gestohlen wurde. Harry war gezwungen, den Imperius-Fluch zu benutzen, um sicherzustellen, dass Hermine hereingelassen wurde."
18426-8,"[Hermine Grangers Zauberstab] [Konfiszierung] Während der Schlacht von Hogwarts duellierte Hermine mit Bellatrix zusammen mit Ginny Weasley und Luna Lovegood, die ihnen ebenbürtig war, obwohl der eigene Zauberstab der Hexe gegen sie gewandt wurde."
18449-0,"[Symposia Rawle] Symposia Rawle war eine Hexe. Ihr Patronus nahm erwähnenswerterweise die Form eines Marienkäfers an, welcher trotz seiner winzigen Größe sehr mächtig war."
18453-0,"[Rolanda Hoochs Zauberstab] Der Zauberstab von Rolanda Hooch ist von unbekannter Länge und Holz und Kernmaterialien. Wie die meisten Zauberer und Hexen in Großbritannien wird sie ihn wahrscheinlich im Alter von elf Jahren erworben haben, bevor sie ihre Ausbildung an der Hogwartsschule für Hexerei und Zauberei begann. Im Jahr 1991, als Neville Longbottoms Besen durchdrehte, zog Hooch ihren Zauberstab in einem Versuch, den abtrünnigen Besen zu stoppen, wurde aber gezwungen, beiseite zu springen, bevor sie ihn benutzen konnte. Im Jahr 1995 benutzte sie einen Lähmzauber, um Harry Potter von Draco Malfoy zu trennen, nachdem der erste den letzten angegriffen hatte."
18454-0,"[Silvanus Kesselbrands Zauberstab] Der Zauberstab von Silvanus Kesselbrand war elf und ein halbes Zoll lang, hergestellt aus dem Holz eines Kastanienbaums mit einer Phönixfeder als Kern. Der Zauberstab wurde beschrieben als ""biegsam""."
18455-0,"[Viktor Krums Zauberstab] Der Zauberstab von Viktor Krum ist 10¼"" lang, aus dem Holz einer Weißbuche und mit einem Kern aus Drachenherzfaser. Er war einer der letzten Zauberstäbe, die von dem berühmten Zauberstabmacher Mykew Gregorowitsch hergestellt wurde. Während der Eichungszeremonie beim Trimagischen Turnier, in welchem Viktor Durmstrangs Champion war, beschrieb Garrick Ollivander den Zauberstab als dicker als üblich und ""recht steif""."
18455-1,"[Viktor Krums Zauberstab] [Geschichte] Im Jahr 1997 bemerkte Harry Potter durch seine Verbindung mit Lord Voldemort, dass der Dunkle Lord Gregorowitsch suchte, konnte sich aber nicht erinnern, wo er den Namen bereits gehört hatte. Harry wusste nur noch dass es irgendwie mit Quidditch zu tun hatte. Als er 1997 während der Hochzeit von Bill Weasley und Fleur Delacour mit Viktor sprach, erinnerte sich Harry plötzlich, dass er den Namen bei der Eichungszeremonie gehört hatte. Viktor war argwöhnisch, dass Harry, der zur Hochzeit als Weasley-Cousin getarnt war, etwas über seinen Zauberstab wusste, da Viktor nie in der Öffentlichkeit über ihn gesprochen hatte."
18456-0,"[Gellert Grindelwalds Zauberstab] Dieser Zauberstab gehörte dem Schwarzmagier Gellert Grindelwald. Er hat ihn wahrscheinlich erworben, bevor er seine Ausbildung am Durmstrang Institut begann und ihn während seiner Schulzeit benutzt und danach. Grindelwalds Zauberstab verblieb im Besitz seines Meisters in den Monaten nach seiner Verbannung von Durmstrang, jedoch legte ihn Grindelwald schließlich beiseite, nachdem er die Gefolgschaft des Elderstabs erlangt hatte."
18456-1,"[Gellert Grindelwalds Zauberstab] [Spezifikationen] Grindelwalds Zauberstab bestand aus unbekanntem Holz, Kernmaterial und war von unbekannter Länge. Der Zauberstab war von einem dunkelgrünlichen Farbton und hatte drei rote dornenartige Vorsprünge entlang seiner Länge. Interessanterweise wies Grindelwalds Zauberstab ein komplett einzigartiges Design auf. Statt nur ein solider Holzstab zu sein, schien der Zauberstab ein langer sich verjüngender Streifen aus zu sein, das in eine zylindrische Form verdrillt wurde."
